id,loan_amnt,funded_amnt,installment,home_ownership,annual_inc,issue_d,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,loan_status,term,fico,int_rate,revol_util,grade
1824764,3600,3600,119.78,RENT,42500,11/1/2012,MD,17.34,0,12/1/2004,0,16,0,10927,30,Current,36,508,12.12,63.5,B
1824768,14675,14675,525.18,RENT,60000,11/1/2012,MD,17.86,0,6/1/2000,1,15,0,16164,33,Current,36,531,17.27,82.9,B
1824769,14000,14000,472.46,MORTGAGE,94000,11/1/2012,TX,18.31,0,3/1/1995,1,12,0,11165,29,Current,36,561,13.11,40.7,B
1824777,15000,15000,525.88,MORTGAGE,55000,11/1/2012,NV,20.57,0,4/1/2000,1,11,0,8428,23,Charged Off,36,525,15.8,69.7,B
1824787,10000,10000,332.72,RENT,52000,11/1/2012,NY,9.18,0,9/1/1999,0,15,0,14711,26,Current,36,521,12.12,31,B
1824793,35000,35000,1278.55,MORTGAGE,500000,11/1/2012,CA,8.36,0,9/1/1985,2,20,0,32559,40,Current,36,672,18.75,79.6,C
1824811,6900,6900,241.91,MORTGAGE,71000,11/1/2012,VA,25.01,0,5/1/2000,1,11,0,33114,34,Current,36,542,15.8,79,B
1824814,5500,5500,200.2,RENT,51595.21,11/1/2012,NY,4.44,0,10/1/2004,0,4,0,5323,5,Current,36,521,18.49,96.8,C
1824829,11625,11625,397.83,RENT,34000,11/1/2012,CA,20.12,0,6/1/2002,0,8,0,17541,18,Charged Off,36,493,14.09,75,B
1824850,20400,20400,529.75,MORTGAGE,63420,11/1/2012,TX,19.47,0,12/1/2001,2,11,0,8544,16,Current,60,535,19.05,27.7,C
1824859,8000,8000,282.41,RENT,94500,11/1/2012,CA,16.46,3,9/1/1991,1,17,0,27056,36,Current,36,561,16.29,63.5,B
1824864,4500,4500,161.05,RENT,44000,11/1/2012,FL,19.55,0,5/1/2006,2,5,0,3308,9,Current,36,510,17.27,89.4,B
1824867,10200,10200,350.25,MORTGAGE,40000,11/1/2012,FL,18.33,0,5/1/2001,0,11,0,7607,24,Current,36,504,14.33,55.5,B
1824888,5675,5675,194.87,RENT,35000,11/1/2012,FL,30.69,0,7/1/2008,2,6,0,8291,12,Charged Off,36,495,14.33,81.3,B
1824898,4800,4800,159.71,MORTGAGE,118000,11/1/2012,TX,11.76,0,5/1/2003,1,9,0,28094,17,Current,36,576,12.12,81.9,B
1824900,13000,13000,426.47,RENT,49000,11/1/2012,MD,32.6,0,10/1/2007,0,10,0,5180,16,Charged Off,36,517,11.14,50.3,B
1824912,8000,8000,269.98,RENT,80000,11/1/2012,IL,23.94,0,8/1/2002,0,15,0,27906,33,Current,36,550,13.11,72.3,B
1824913,6000,6000,202.49,RENT,80000,11/1/2012,CA,21.93,2,2/1/2000,2,13,0,17240,29,Current,36,550,13.11,84.9,B
1824924,14975,14975,512.47,MORTGAGE,117500,11/1/2012,MI,21.63,0,4/1/2000,1,12,0,23376,29,Current,36,576,14.09,74.9,B
1824925,8000,8000,266.18,MORTGAGE,111000,11/1/2012,FL,16.04,0,3/1/2001,0,9,0,27393,17,Charged Off,36,572,12.12,92.9,B
1824933,6000,6000,205.33,MORTGAGE,52000,12/1/2012,AL,16.41,1,1/1/1999,1,12,0,13379,42,Current,36,521,14.09,48.3,B
1824944,35000,35000,1278.55,RENT,94000,11/1/2012,NY,19.17,0,3/1/2001,0,12,0,33302,24,Current,36,561,18.75,73.4,C
1824946,28000,28000,757.5,MORTGAGE,85000,11/1/2012,CA,13.81,0,12/1/1990,0,11,0,23618,26,Current,60,554,21,68.7,C
1824976,20000,20000,625.81,MORTGAGE,96000,11/1/2012,FL,14.53,0,9/1/1989,0,14,0,27938,38,Current,36,562,7.9,23.2,A
1824996,15875,15875,496.74,MORTGAGE,105000,11/1/2012,CA,2.73,1,3/1/1997,3,9,0,7556,11,Current,36,568,7.9,17.7,A
1825019,10750,10750,384.72,MORTGAGE,31200,11/1/2012,NV,15.73,1,3/1/1990,2,11,0,8157,33,Current,36,487,17.27,85.9,B
1825048,6500,6500,203.39,MORTGAGE,40000,11/1/2012,FL,13.14,1,6/1/1999,0,8,0,4838,20,Current,36,504,7.9,20.9,A
1825059,20000,20000,546.6,RENT,60000,11/1/2012,OR,7.42,2,11/1/1989,1,10,0,15972,33,Current,60,531,21.49,65,C
1825065,6000,6000,199.63,RENT,22800,11/1/2012,IL,23.21,0,6/1/2008,3,11,0,4686,12,Current,36,466,12.12,43.4,B
1825085,7000,7000,226.4,MORTGAGE,100000,11/1/2012,OH,20.27,0,12/1/1995,1,16,0,35494,31,Current,36,565,10.16,58.5,B
1825086,12000,12000,368.45,MORTGAGE,65000,11/1/2012,MI,16.76,0,11/1/1999,0,13,0,24011,42,Current,36,536,6.62,35.7,A
1825097,4000,4000,137.36,RENT,54100,11/1/2012,CA,13.2,0,12/1/1999,0,6,0,10887,15,Current,36,524,14.33,91.5,B
1825099,2700,2700,104.92,RENT,22000,12/1/2012,CT,4.85,0,11/1/2004,2,4,0,2112,4,Current,36,464,23.28,39.1,C
1825125,2500,2500,91.33,MORTGAGE,63000,11/1/2012,FL,23.1,1,3/1/1999,2,23,0,40899,38,Current,36,534,18.75,89.7,C
1825126,15000,15000,525.88,RENT,67000,12/1/2012,IL,11.84,0,10/1/2007,1,7,0,9345,15,Current,36,538,15.8,56.3,B
1825127,5600,5600,186.33,RENT,48000,11/1/2012,CA,22.09,0,3/1/2004,0,9,0,16158,21,Current,36,516,12.12,62.1,B
1825141,20000,20000,686.77,RENT,110000,11/1/2012,OR,16.78,0,5/1/1994,0,6,0,15485,29,Current,36,571,14.33,93.8,B
1825147,7000,7000,232.91,MORTGAGE,65000,11/1/2012,FL,25.83,0,5/1/2007,1,9,0,9774,17,Current,36,536,12.12,57.2,B
1825160,35000,35000,1025.05,RENT,95000,11/1/2012,NY,12.88,0,12/1/1993,0,4,0,18237,12,Current,60,562,24.89,93.5,C
1825165,8500,8500,306.32,OWN,50000,11/1/2012,TX,32.26,0,9/1/2004,2,17,0,15572,23,Current,36,519,17.77,68.6,C
1825207,11500,11500,317.49,RENT,33000,11/1/2012,NJ,32.97,0,7/1/2006,1,11,0,11160,13,Current,60,491,21.98,87.2,C
1825215,20000,20000,623.23,MORTGAGE,114000,11/1/2012,CA,21.66,0,6/1/1972,2,19,0,24975,37,Current,36,574,7.62,14.4,A
1825230,10000,10000,363.99,RENT,70000,11/1/2012,CA,24.17,3,1/1/1992,2,8,0,12833,38,Current,36, ,18.49,89.1,C
1825239,35000,35000,1003.43,OWN,210000,11/1/2012,CA,3.3,2,2/1/1986,0,9,0,11729,25,Current,60,614,23.83,76.7,C
1825242,20050,20050,755.39,RENT,117000,12/1/2012,VA,17.25,1,9/1/1978,0,4,0,0,28,Current,36,575,21, ,C
1825244,7000,7000,222.28,MORTGAGE,80000,11/1/2012,FL,14.16,0,4/1/2007,0,13,0,7604,18,Current,36,550,8.9,61.3,A
1825250,14000,14000,426.1,MORTGAGE,78000,11/1/2012,CT,14.63,0,7/1/2003,1,13,0,6597,18,Current,36,548,6.03,21.8,A
1825263,9850,9850,338.24,MORTGAGE,56000,11/1/2012,FL,28.86,0,12/1/1977,0,15,0,21063,28,Current,36,526,14.33,83.3,B
1825291,12000,12000,399.26,MORTGAGE,70000,11/1/2012,CT,22.42,0,3/1/2004,0,14,0,22137,27,Current,36,541,12.12,61.5,B
1825293,10000,10000,337.47,RENT,70000,11/1/2012,VA,13.04,0,3/1/2006,1,20,0,14994,34,Current,36,541,13.11,16,B
1825315,17600,17600,463.56,RENT,49000,11/1/2012,CT,27.38,1,11/1/1998,0,18,1,36161,34,Current,60,517,19.72,69.2,C
1825320,15250,15250,530.97,RENT,86000,11/1/2012,FL,10.9,4,10/1/1978,0,15,0,4600,30,Current,36,555,15.31,68.7,B
1825331,21600,21600,560.92,MORTGAGE,65000,11/1/2012,TX,21.9,0,4/1/1986,1,9,0,24108,30,Current,60,536,19.05,60.5,C
1825334,12000,12000,381.04,MORTGAGE,62000,11/1/2012,CT,15.83,0,12/1/1993,0,9,0,15638,33,Current,36,533,8.9,80.6,A
1825345,5000,5000,180.19,RENT,75000,11/1/2012,FL,16.55,0,6/1/1997,1,15,0,16616,20,Current,36,546,17.77,93.9,C
1825350,25000,25000,669.19,RENT,73000,11/1/2012,CA,24.07,0,1/1/1995,2,14,0,37172,39,Charged Off,60,544,20.49,74,C
1825351,16500,16500,578.47,RENT,50000,11/1/2012,NY,29.02,1,10/1/2001,2,9,0,16984,51,Current,36,519,15.8,83.3,B
1825354,18000,18000,464.46,MORTGAGE,78000,11/1/2012,FL,30.8,1,4/1/1990,2,9,0,9590,41,Current,60,548,18.75,66.1,C
1825362,5500,5500,174.65,MORTGAGE,150000,11/1/2012,TX,9.18,1,3/1/1999,2,10,0,6338,22,Current,36,592,8.9,60.9,A
1825384,15000,15000,492.08,RENT,250000,1/1/2013,CA,10.68,0,9/1/1994,0,6,0,31620,17,Current,36,626,11.14,93,B
1825385,8750,8750,266.32,MORTGAGE,55000,11/1/2012,KY,32.92,0,2/1/1999,0,12,0,37403,28,Current,36,525,6.03,39,A
1825388,3000,3000,105.91,OWN,50000,11/1/2012,OH,12.41,0,1/1/1991,2,10,0,15718,24,Current,36,519,16.29,83.2,B
1825390,12525,12525,397.71,MORTGAGE,70000,11/1/2012,TX,16.61,1,8/1/1990,1,12,0,9559,21,Current,36,541,8.9,17.4,A
1825415,25000,25000,716.74,MORTGAGE,85000,11/1/2012,FL,18.07,0,4/1/1999,0,13,1,15523,22,Current,60,554,23.83,76.5,C
1825416,24000,24000,581.09,RENT,80000,11/1/2012,CA,31.38,0,10/1/1988,1,6,0,37080,21,Current,60,550,15.8,68.8,B
1825420,4800,4800,152.42,RENT,25000,11/1/2012,LA,18.34,0,3/1/1990,2,6,0,3217,9,Current,36,472,8.9,37.4,A
1825424,3000,3000,108.12,RENT,73100,11/1/2012,WI,16.92,0,8/1/2002,1,9,0,12686,25,Current,36,544,17.77,94,C
1825432,17000,17000,485.42,RENT,69000,12/1/2012,TX,13.74,0,11/1/1994,1,10,0,6160,26,Current,60,540,23.63,65.5,C
1825442,32000,32000,901.18,RENT,73245,11/1/2012,CT,19.23,0,10/1/1980,0,19,0,22317,30,Current,60,544,22.95,62.7,C
1825479,8000,8000,282.41,RENT,47000,11/1/2012,NY,6.64,0,8/1/2007,1,6,0,6753,16,Current,36,515,16.29,79.4,B
1825483,2400,2400,75.1,MORTGAGE,32000,11/1/2012,TX,19.35,1,12/1/2005,0,8,0,2329,8,Current,36,489,7.9,13.1,A
1825497,22175,22175,693.87,MORTGAGE,72000,12/1/2012,CA,19.03,0,1/1/1999,1,18,0,14498,53,Current,36,543,7.9,30.1,A
1825504,14000,14000,480.74,MORTGAGE,96900,11/1/2012,IL,24.93,0,9/1/1990,1,4,0,39010,11,Current,36,563,14.33,92.9,B
1825505,12000,12000,432.45,RENT,92000,11/1/2012,VA,12.01,1,12/1/1996,2,11,0,11786,24,Current,36,559,17.77,86,C
1825509,6250,6250,202.14,MORTGAGE,30000,12/1/2012,CA,22.2,1,1/1/1975,0,10,0,13120,29,Current,36,485,10.16,77.2,B
1825539,9600,9600,349.43,RENT,50000,11/1/2012,CA,21.55,0,5/1/2005,2,6,0,12669,14,Current,36,519,18.49,89.9,C
1825540,30000,30000,836.61,MORTGAGE,95000,11/1/2012,NY,20.07,1,1/1/1998,3,9,0,4202,39,Current,60,562,22.47,76.4,C
1825542,12000,12000,327.96,RENT,76660,11/1/2012,CA,12.16,0,4/1/2004,3,8,0,8399,13,Current,60,547,21.49,81.5,C
1825555,5200,5200,173.02,RENT,86000,11/1/2012,TX,29.02,1,5/1/2000,0,19,0,45793,50,Current,36,555,12.12,80.7,B
1825595,20675,20675,582.25,MORTGAGE,75000,11/1/2012,CA,14.08,0,8/1/1997,2,12,0,20799,28,Current,60,546,22.95,75.6,C
1825600,2500,2500,77.91,RENT,37440,11/1/2012,TX,18.81,0,6/1/2000,1,5,0,755,7,Charged Off,36,499,7.62,12.6,A
1825606,25000,25000,690.19,MORTGAGE,98000,12/1/2012,CA,18.66,0,11/1/1993,2,13,0,16819,23,Current,60,564,21.98,95,C
1825607,13800,13800,446.33,MORTGAGE,78000,11/1/2012,GA,25.35,0,6/1/1995,0,13,0,60399,35,Current,36,548,10.16,62,B
1825619,30000,30000,1100.44,MORTGAGE,137000,11/1/2012,MA,10.86,0,9/1/1979,0,8,0,35368,21,Current,36,586,19.05,70.5,C
1825623,20000,20000,727.98,RENT,75000,11/1/2012,NV,20.8,0,5/1/2002,0,10,0,13253,18,Current,36,546,18.49,82.8,C
1825651,18250,18250,389.2,MORTGAGE,41207,12/1/2012,WA,15.2,0,7/1/1993,0,6,0,5647,18,Current,60,506,10.16,26.9,B
1825657,12000,12000,417.81,RENT,55000,11/1/2012,MI,16.76,0,4/1/1994,0,8,0,13394,27,Current,36,525,15.31,72.8,B
1825666,10000,10000,256.61,MORTGAGE,45000,11/1/2012,MN,22.77,0,9/1/2001,1,10,0,5509,17,Current,60,512,18.49,53,C
1825671,12000,12000,381.04,MORTGAGE,65000,11/1/2012,MO,21.38,2,5/1/1997,0,18,0,8593,52,Current,36,536,8.9,17.5,A
1825692,20000,20000,696.35,MORTGAGE,98000,11/1/2012,CO,18.07,2,3/1/1991,0,8,0,15903,26,Current,36,564,15.31,85,B
1825723,10000,10000,342.22,RENT,75000,11/1/2012,CA,5.12,0,7/1/1998,1,6,0,2826,12,Current,36,546,14.09,26.9,B
1825732,15000,15000,555.32,RENT,125000,11/1/2012,CA,6.8,0,11/1/2004,0,8,0,12097,15,Charged Off,36,580,19.72,86.4,C
1825737,1200,1200,41.07,MORTGAGE,51700,11/1/2012,NC,15.09,0,8/1/2008,3,17,0,710,19,Current,36,521,14.09,19.7,B
1825792,8000,8000,280.47,MORTGAGE,30000,11/1/2012,MD,9.08,1,12/1/2008,2,4,0,1160,4,Current,36,485,15.8,7.2,B
1825804,12000,12000,420.71,OWN,60560,11/1/2012,NV,21.04,0,7/1/2001,1,10,0,8013,15,Current,36,531,15.8,80.1,B
1825833,18000,18000,464.46,OWN,44000,11/1/2012,PA,29.97,0,7/1/1999,0,17,0,11909,46,Current,60,510,18.75,59.2,C
1825845,12000,12000,417.81,OWN,50000,11/1/2012,CA,17.33,0,12/1/2002,0,7,0,8883,13,Current,36,519,15.31,57.7,B
1825867,31300,31300,897.36,RENT,70000,11/1/2012,LA,17.23,0,3/1/2000,2,16,0,38483,34,Current,60,541,23.83,66.8,C
1825873,35000,35000,1252.56,MORTGAGE,103500,11/1/2012,CA,18.81,0,7/1/1997,3,11,0,21941,17,Current,36,567,17.27,60.1,B
1825879,10000,10000,337.47,OWN,55000,11/1/2012,IL,16.73,0,9/1/2003,0,12,0,32611,27,Current,36,525,13.11,77.5,B
1825883,12000,12000,432.45,RENT,45000,11/1/2012,FL,21.71,0,10/1/2004,2,13,0,6845,17,Charged Off,36,512,17.77,90.8,C
1825898,21000,21000,708.69,MORTGAGE,150000,11/1/2012,LA,15.74,0,5/1/1988,1,14,0,36222,37,Current,36,592,13.11,73.2,B
1825912,12575,12575,331.21,MORTGAGE,65000,11/1/2012,MA,16.52,1,8/1/1984,2,19,0,16032,59,Current,60,536,19.72,58.1,C
1825927,24000,24000,675.89,MORTGAGE,95000,11/1/2012,GA,17.95,0,3/1/1992,2,18,0,27092,28,Current,60,562,22.95,74.4,C
1825941,30000,30000,1100.44,RENT,100000,11/1/2012,CA,12.44,0,12/1/1985,0,10,0,18099,28,Current,36,565,19.05,81.5,C
1825960,25000,25000,767.6,MORTGAGE,120000,11/1/2012,OH,17.18,0,1/1/1998,0,21,0,34486,37,Current,36,577,6.62,27.9,A
1825965,16750,16750,457.78,MORTGAGE,38000,12/1/2012,OR,18.25,0,3/1/1998,2,18,0,13469,28,Current,60,500,21.49,51.4,C
1825979,15600,15600,474.8,MORTGAGE,70000,11/1/2012,CA,28.65,0,4/1/1998,0,11,0,136430,19,Current,36,541,6.03,18.9,A
1825983,13000,13000,481.28,RENT,80500,11/1/2012,CA,15,0,1/1/2001,1,7,0,16617,18,Current,36,550,19.72,87.9,C
1826000,25000,25000,715.73,MORTGAGE,126000,11/1/2012,TX,14.9,0,8/1/1987,2,19,0,19909,31,Current,60,580,23.76,58.9,C
1826005,2200,2200,73.2,RENT,55000,11/1/2012,TX,12.04,0,12/1/2006,0,9,0,10674,11,Current,36,525,12.12,56.5,B
1826020,10000,10000,363.99,MORTGAGE,115000,11/1/2012,CA,15.84,1,9/1/2001,1,10,0,8004,22,Current,36,574,18.49,91,C
1826030,12000,12000,393.67,RENT,81000,11/1/2012,CA,9.44,0,4/1/1998,0,4,0,8471,15,Current,36,551,11.14,53.6,B
1826058,25450,25450,695.55,MORTGAGE,57000,11/1/2012,NV,22.27,0,1/1/1998,0,12,0,35748,22,Current,60,527,21.49,93.1,C
1826066,20400,20400,529.75,MORTGAGE,86000,11/1/2012,NC,11.67,0,8/1/1994,0,15,0,33680,48,Current,60,555,19.05,50,C
1826072,22250,22250,729.92,MORTGAGE,50000,11/1/2012,CA,17.33,0,8/1/2000,0,10,0,23009,30,Current,36,519,11.14,78,B
1826085,25000,25000,649.21,MORTGAGE,67500,11/1/2012,NV,32.71,0,12/1/1993,1,15,0,46627,33,Charged Off,60,539,19.05,82.2,C
1826134,7500,7500,171.08,MORTGAGE,126000,11/1/2012,NJ,14.48,0,12/1/1994,0,13,0,49014,22,Current,60,580,13.11,81,B
1826135,25000,25000,858.46,MORTGAGE,98000,11/1/2012,NY,20.51,0,11/1/1990,0,13,0,25108,23,Charged Off,36,564,14.33,71.5,B
1826155,4675,4675,159.99,OWN,42000,11/1/2012,NY,14.91,1,4/1/1995,0,9,0,9822,17,Current,36,507,14.09,68.7,B
1826169,6000,6000,205.33,MORTGAGE,38000,11/1/2012,WI,7.01,0,9/1/2000,3,3,0,4271,19,Current,36,500,14.09,45,B
1826171,25000,25000,683.25,MORTGAGE,56000,11/1/2012,MA,22.56,0,4/1/1997,0,22,0,34182,30,Current,60,526,21.49,74.1,C
1826187,18725,18725,661,RENT,51000,11/1/2012,TX,18.56,0,4/1/2004,1,13,0,15866,27,Charged Off,36,520,16.29,44.2,B
1826199,10000,10000,363.99,MORTGAGE,66043,11/1/2012,OK,32.71,3,9/1/2001,3,16,0,16984,45,Current,36,537,18.49,76.2,C
1826200,35000,35000,1327.45,MORTGAGE,97000,11/1/2012,KY,17.48,0,1/1/1996,0,23,0,31887,49,Current,36,563,21.49,51.7,C
1826212,33425,33425,913.5,RENT,75000,11/1/2012,NJ,32.54,0,5/1/2003,3,6,0,31703,16,Charged Off,60,546,21.49,73.9,C
1826214,9000,9000,317.71,MORTGAGE,53000,11/1/2012,SC,19.69,0,11/1/1992,1,11,0,16268,32,Charged Off,36,523,16.29,64.8,B
1826223,16000,16000,412.86,MORTGAGE,100000,11/1/2012,NY,18.71,2,3/1/1994,2,15,1,10875,33,Current,60,565,18.75,49.4,C
1826226,20000,20000,656.11,OWN,77000,11/1/2012,WI,23.28,1,4/1/1994,0,14,0,12418,35,Current,36,547,11.14,26.9,B
1826234,21000,21000,573.93,OWN,51000,11/1/2012,TX,17.6,1,7/1/1997,2,13,0,7592,33,Current,60,520,21.49,47.4,C
1826261,8725,8725,308,MORTGAGE,25000,11/1/2012,FL,33.07,0,9/1/2004,1,24,0,6573,35,Current,36,472,16.29,26.6,B
1826263,10000,10000,343.39,RENT,52000,11/1/2012,RI,27.42,0,2/1/1995,0,19,0,24674,32,Charged Off,36,521,14.33,92.1,B
1826274,5600,5600,181.12,RENT,45000,11/1/2012,NC,21.76,0,9/1/2003,0,16,0,6175,28,Current,36,512,10.16,38.1,B
1826282,5000,5000,161.72,MORTGAGE,108216,11/1/2012,OK,23.42,0,2/1/1997,0,18,0,32618,34,Current,36,570,10.16,94.8,B
1826291,18000,18000,510.33,RENT,56859,11/1/2012,VA,30.14,0,8/1/2002,0,9,0,7155,11,Current,60,527,23.28,95.4,C
1826293,24000,24000,841.41,RENT,75000,11/1/2012,CA,23.79,0,10/1/1986,1,20,0,31991,38,Current,36,546,15.8,53.6,B
1826294,20000,20000,758.55,MORTGAGE,99000,11/1/2012,MI,27.55,0,3/1/1996,2,22,0,44482,56,Charged Off,36,564,21.49,91.3,C
1826296,15800,15800,550.12,MORTGAGE,45000,11/1/2012,MA,17.88,4,11/1/1992,0,9,0,6169,35,Current,36,512,15.31,90.7,B
1826300,35000,35000,1295.74,MORTGAGE,95000,11/1/2012,TX,16.53,0,1/1/1992,0,8,0,46618,32,Charged Off,36,562,19.72,76.9,C
1826305,35000,35000,903.12,MORTGAGE,108420,11/1/2012,NY,24.96,0,6/1/1989,2,16,0,54591,39,Charged Off,60,570,18.75,65.6,C
1826314,12000,12000,399.26,MORTGAGE,62000,11/1/2012,TX,15.91,1,12/1/1991,0,12,0,15502,33,Current,36,533,12.12,24.2,B
1826330,10000,10000,337.47,RENT,50000,12/1/2012,CA,14.42,0,10/1/1993,0,4,0,21156,14,Current,36,519,13.11,64.1,B
1826334,18000,18000,626.72,RENT,66000,11/1/2012,NY,4.38,0,4/1/2007,2,6,0,7575,7,Current,36,537,15.31,34.3,B
1826341,14800,14800,492.43,RENT,91000,11/1/2012,OH,15.63,0,11/1/1998,0,9,0,25753,25,Current,36,559,12.12,87.9,B
1826355,8000,8000,273.78,MORTGAGE,50000,12/1/2012,KS,13.06,1,5/1/1989,0,9,0,9133,20,Current,36,519,14.09,41.7,B
1826358,14000,14000,501.03,RENT,60000,11/1/2012,PA,17.1,0,3/1/2004,1,12,0,5167,24,Current,36,531,17.27,97.5,B
1826365,24000,24000,798.52,MORTGAGE,225000,11/1/2012,KS,9.93,0,8/1/1995,0,19,0,34841,31,Current,36,619,12.12,32.6,B
1826370,32000,32000,1205.61,OWN,150000,11/1/2012,MA,15.98,1,1/1/1996,1,10,0,24393,32,Current,36,592,21,46.6,C
1826383,1500,1500,52.96,RENT,33000,11/1/2012,CA,16.07,0,1/1/2002,1,10,0,2915,18,Charged Off,36,491,16.29,69.4,B
1826387,10000,10000,360.38,OWN,47912,11/1/2012,NJ,14.7,0,5/1/2002,0,8,0,17274,20,Current,36,516,17.77,79.2,C
1826402,20000,20000,526.77,RENT,70000,11/1/2012,CA,22.21,0,4/1/2002,1,9,0,25701,23,Charged Off,60,541,19.72,82.1,C
1826407,5450,5450,170.54,RENT,25000,11/1/2012,AR,8.08,0,4/1/1994,2,5,0,4470,5,Current,36,472,7.9,27.3,A
1826413,10400,10400,362.11,OWN,55000,11/1/2012,MD,14.9,0,4/1/1987,1,6,2,11548,7,Charged Off,36,525,15.31,60.1,B
1826414,10000,10000,317.54,MORTGAGE,95000,11/1/2012,CA,14.89,1,3/1/1992,0,9,0,11043,23,Current,36,562,8.9,25.5,A
1826420,6000,6000,187.75,MORTGAGE,45000,11/1/2012,OH,24.62,0,9/1/2002,0,17,0,5278,26,Current,36,512,7.9,20.4,A
1826431,9500,9500,316.09,RENT,28000,11/1/2012,NC,6.3,0,12/1/2004,0,6,0,5042,9,Current,36,480,12.12,34.1,B
1826453,35000,35000,1002.01,MORTGAGE,190000,11/1/2012,MA,5.04,0,1/1/1979,1,9,0,21655,24,Current,60,608,23.76,89.1,C
1826464,18000,18000,635.41,MORTGAGE,75000,12/1/2012,CT,13.1,1,12/1/1993,2,9,0,14114,34,Current,36,546,16.29,63.3,B
1826496,3500,3500,119.78,MORTGAGE,95000,11/1/2012,WI,21.3,1,11/1/1977,0,11,0,28054,28,Current,36,562,14.09,90.2,B
1826504,4500,4500,161.05,RENT,22000,11/1/2012,FL,16.69,0,3/1/2006,1,11,0,4825,11,Current,36,464,17.27,80.4,B
1826516,35000,35000,1283.85,MORTGAGE,145000,11/1/2012,CO,9.58,0,3/1/1999,0,10,0,20725,30,Current,36,590,19.05,80,C
1826523,6075,6075,217.41,OWN,32000,11/1/2012,NY,20.25,0,6/1/2004,2,15,0,7515,22,Charged Off,36,489,17.27,47.6,B
1826524,27050,27050,846.41,RENT,215000,12/1/2012,NY,.43,0,4/1/2000,3,9,0,3039,17,Current,36,616,7.9,2.9,A
1826525,21100,21100,541.45,MORTGAGE,60000,11/1/2012,IL,32.32,1,4/1/1987,1,21,0,29413,47,Current,60,531,18.49,55.7,C
1826541,7475,7475,248.71,MORTGAGE,60000,11/1/2012,TX,29.1,0,11/1/1995,2,12,0,10751,43,Charged Off,36,531,12.12,46.1,B
1826556,5000,5000,166.36,OWN,35000,11/1/2012,CA,8.02,0,7/1/2004,0,9,0,11006,12,Charged Off,36,495,12.12,67.1,B
1826563,4000,4000,127.02,MORTGAGE,80000,11/1/2012,NY,25.08,0,7/1/1998,1,14,0,16481,28,Charged Off,36,550,8.9,59.5,A
1826573,10000,10000,328.06,MORTGAGE,145000,11/1/2012,VA,11.64,0,4/1/1998,1,14,0,38378,28,Current,36,590,11.14,43.5,B
1826577,12000,12000,417.81,RENT,56000,11/1/2012,TX,17.12,0,5/1/2006,1,6,0,11456,11,Current,36,526,15.31,69.4,B
1826593,32000,32000,1197.24,MORTGAGE,147500,11/1/2012,CA,11.9,0,7/1/2003,1,16,0,39801,33,Charged Off,36,591,20.49,83.8,C
1826606,7000,7000,232.91,OWN,40000,11/1/2012,CA,34.02,0,4/1/2000,2,10,0,14119,24,Current,36,504,12.12,56,B
1826614,16000,16000,383.25,RENT,75000,11/1/2012,CA,22.56,0,5/1/1997,0,13,0,15072,35,Current,60,546,15.31,38.1,B
1826653,10000,10000,342.22,RENT,71000,11/1/2012,CA,16.68,0,4/1/1996,0,8,0,7807,36,Current,36,542,14.09,64,B
1826662,19600,19600,459.42,MORTGAGE,72000,11/1/2012,MD,11.16,0,7/1/2001,0,9,0,12243,24,Charged Off,60,543,14.33,28.1,B
1826667,22900,22900,836.54,MORTGAGE,64000,11/1/2012,NJ,3.02,0,5/1/1992,1,4,0,8178,15,Current,36,535,18.75,60.6,C
1826671,10000,10000,365.3,RENT,33000,11/1/2012,CA,20,0,4/1/1999,1,5,0,6611,20,Current,36,491,18.75,82.6,C
1826674,17625,17625,464.22,MORTGAGE,40000,11/1/2012,NC,24.4,0,11/1/1992,2,12,0,16059,27,Current,60,504,19.72,64.8,C
1826676,19750,19750,550.77,RENT,44000,11/1/2012,AL,22.36,0,2/1/1995,0,21,0,17772,40,Current,60,510,22.47,64.9,C
1826687,12600,12600,419.23,RENT,70000,11/1/2012,CA,14.26,0,2/1/1999,0,9,0,7567,26,Current,36,541,12.12,51.1,B
1826689,22450,22450,537.75,MORTGAGE,70000,11/1/2012,KS,27.7,0,7/1/1987,0,16,0,17813,40,Current,60,541,15.31,69.3,B
1826713,30000,30000,1095.9,MORTGAGE,95000,11/1/2012,CA,10.17,0,6/1/1996,2,11,0,21083,27,Current,36,562,18.75,83.7,C
1826715,18550,18550,680.44,MORTGAGE,46837,11/1/2012,GA,11.63,0,3/1/2000,1,8,0,6710,15,Current,36,514,19.05,81.8,C
1826721,15250,15250,493.23,RENT,50000,11/1/2012,CA,22.3,0,6/1/1999,2,17,0,5860,38,Charged Off,36,519,10.16,24.7,B
1826732,15000,15000,545.99,OWN,350000,11/1/2012,CT,18.47,0,8/1/1990,0,19,0,63062,30,Current,36,649,18.49,96.3,C
1826756,15000,15000,515.08,RENT,50000,11/1/2012,FL,30.36,0,8/1/2000,0,19,0,26250,35,Current,36,519,14.33,89.3,B
1826758,10000,10000,323.43,MORTGAGE,70000,11/1/2012,NV,8.33,0,12/1/1985,0,8,0,4114,21,Current,36,541,10.16,30.2,B
